Производитель;Артикул;Описание;Остаток, шт.;Цена: опт 3, грн.
Kia/Hyundai;2091025A01;Прокладки двигателя комплект Kia Carens 06-12,Magentis 05-10;1;1437
Kia/Hyundai;2091025B00;Прокладки двигателя комплект 2.4i G4KC Hyundai Sonata NF 04-09;2;1232
Kia/Hyundai;209102FU00;Прокладки двигателя комплект 2.0 CRDI D4HA Hyundai Santa Fe 12-,Tucson IX 09-,Kia Sorento 09-14,Spor;1;2566
Kia/Hyundai;2091042D00;Прокладки двигателя комплект 2.5 TDI D4BH Hyundai H-1 97-04;1;2130
Kia/Hyundai;209203CB00;Прокладки двигателя верхняя часть 3.3i G6DB Hyundai Grandeur TG 05-11,Santa Fe 06-12,Sonata NF 04-09;1;1617
Kia/Hyundai;2102023330;Вкладыши STD коренные 2.0i G4GC Hyundai Coupe 02-09,Tucson 04-09,Kia Carens 02-06,Cerato 04-09,Sport;4;98
Kia/Hyundai;2102023340;Вкладыши STD коренные 2.0i G4GC Hyundai Tucson 04-09;1;85
Kia/Hyundai;2102023350;Вкладыши STD коренные 2.0i G4GC Hyundai Tucson 04-09;3;83
Kia/Hyundai;2102025150;Полукольца коленвала комплект 2.4i G4KC,2.4i G4KE,2.0i G4KF,2.4i G4KJ,2.0i G4KA,2.0i G4KD 165л.с. HY;4;54
Kia/Hyundai;2102026405;Вкладыши 1 шейка коренные 1.4i G4EE,1.6i G4ED Hyundai Accent 06-10;8;72
Kia/Hyundai;2102027902;Вкладыши STD коренные 2.0 CRDI D4EA 113 л.с.,2.2 D4EB Hyundai Santa Fe 06-12,Tucson 04-09;14;85
Kia/Hyundai;2102027905;Полукольца коленвала STD Blue комплект 2.0 CRDI D4EA 113 л.с.,2.2 D4EB,2.0 CRDI D4EA 140 л.с. HYUNDA;10;539
Kia/Hyundai;210202B000;Вкладыши 1 шейка STD коренные 1.6i G4ED Hyundai Elantra HD 06-10,Kia Cerato 04-09;16;62
Kia/Hyundai;210202F900;Вкладыши 1 шейка Blue STD коренные 2.0 CRDI D4HA,2.2 CRDI D4HB Hyundai Santa Fe 12-,Santa Fe rest 09;36;113
Kia/Hyundai;210202G010;Вкладыши коренные STD Black на 1 шейку 2.4i G4KC,2.4i G4KE,2.0i G4KA,2.0i G4KD 165л.с. HYUNDAI Santa;1;51
Kia/Hyundai;2102037305;Вкладыши 1 шейка Red STD коренные 2.7i G6BA Hyundai Tucson 04-09;3;95
Kia/Hyundai;2102037315;Вкладыши STD коренные 2.7i G6BA Hyundai Santa Fe 06-12,Tucson 04-09,Kia Sportage 04-10;8;154
Kia/Hyundai;2102037335;Вкладыши 1 шейка Green STD коренные 2.7i G6BA Hyundai Tucson 04-09;1;90
Kia/Hyundai;210204A930;Вкладыши коренные STD A Red 2.5 CRDI D4CB HYUNDAI H-100 06-;2;133
Kia/Hyundai;210204A931;Вкладыши 1 шейка Blue STD коренные 2.5 CRDI D4CB Hyundai H-1 04-08,H-1 08-,Kia Sorento 02-09;5;108
Kia/Hyundai;210204A932;Вкладыши коренные STD Non color 2.5 CRDI D4CB HYUNDAI H-1 08-,H-100 06-;4;133
Kia/Hyundai;210302F900;Полукольца коленвала STD комплект 2.0 CRDI D4HA,2.2 CRDI D4HB Hyundai Santa Fe rest 09-12,Kia Sorent;5;59
Kia/Hyundai;211314A000;Гильза блока цилиндров 2.5 CRDI 140л.с. D4CB,2.5 CRDI 170л.с. D4CB Kia Sorento 02-09;4;770
Kia/Hyundai;2115042542;Форсунка масляная 2.5 TDI D4BH Hyundai H-1 97-04;4;51
Kia/Hyundai;2115127000;Форсунка масляная 2.0 CRDI D4EA 113 л.с.,2.0 CRDI D4EA 140 л.с. Hyundai Tucson 04-09;9;334
Kia/Hyundai;2115127400;Форсунка масляная 2.2 D4EB Hyundai Santa Fe 06-12;6;226
Kia/Hyundai;2131023002;Масляный насос Hyundai Elantra HD 06-10,i-30 07-12,Matrix 01-10,Trajet 00-08,Kia Cerato 04-09;1;1283
Kia/Hyundai;2131026802;Масляный насос 1.4i G4EE,1.6i G4ED Hyundai Getz rest 05-10;1;1155
Kia/Hyundai;2131027000;Масляный насос 2.0 CRDI D4EA 113 л.с.,2.0 CRDI D4EA 140 л.с. Hyundai Tucson 04-09;1;2771
Kia/Hyundai;213102F301;Масляный насос 2.0 CRDI D4HA Hyundai Tucson IX 09-;1;5132
Kia/Hyundai;2132142042;Сальник задний коленвала 2.0i G4GC Hyundai Tucson 04-09;3;103
Kia/Hyundai;2133527000;Сальник коленвала передний 2.0 CRDI D4EA 113 л.с.,2.0 CRDI D4EA 140 л.с.,2.2 D4EB Hyundai Santa Fe 0;1;35
Kia/Hyundai;213502A700;Крышка двигателя передняя 1.7 CRDI D4FD,1.7 CRDI D4FD-L HYUNDAI i-20 rest 12-14,i-30 12-,i-40 11-,Tu;20;4619
Kia/Hyundai;2136526000;Прокладка верхней крышки ремня ГРМ HYUNDAI Accent 00-10,Coupe 02-09,Elantra XD 00-06,Getz 02-10,Matr;1;12
Kia/Hyundai;2142125002;Сальник коленвала 2.0i G4KA 113л.с.,2.4i G4KC Hyundai Sonata NF 04-09,Kia Magentis 05-10;4;124
Kia/Hyundai;2142135520;Сальник коленвала передний 2.7i G6EA Hyundai Grandeur TG 05-11,Santa Fe 06-12,Kia Carnival 06-14,Mag;3;56
Kia/Hyundai;2143142050;Крышка блока цилиндров задняя 2.5 TD D4BH HYUNDAI H-1 08-,H-100 06-,H-1 01-07;1;1540
Kia/Hyundai;2144322000;Сальник задний коленвала 1.4i G4EE,1.6i G4ED Hyundai Elantra XD 00-06,Getz 02-10,Kia Cerato 04-09,RI;5;169
Kia/Hyundai;214432A200;Сальник задний коленвала 1.5 CRDI D3EA,1.5 CRDI D4FA,1.6 CRDI D4FB,1.7 CRDI D4FD-L,2.0 CRDI D4HA Hyu;7;180
Kia/Hyundai;214432B010;Сальник задний коленвала 1.6i G4FC Hyundai Accent 10-,Elantra HD 06-10,i-30 07-12,Kia Ceed 07-12,Cer;16;128
Kia/Hyundai;214432G000;Сальник задний коленвала 2.0i G4KA 113л.с.,2.4i G4KC Hyundai Sonata NF 04-09,Kia Carens 06-12,Magent;3;108
Kia/Hyundai;214434A001;Сальник задний коленвала 2.5 CRDI D4CB Hyundai H-1 97-04,Kia Sorento 02-09;5;133
Kia/Hyundai;2151026010;Поддон двигателя металический Hyundai Accent 06-10,Coupe 02-09,Elantra XD 00-06,Getz 02-10,Matrix re;5;795
Kia/Hyundai;215102A310;Поддон двигателя алюминиевый 1.7 CRDI D4FD,1.7 CRDI D4FD-L HYUNDAI i-20 rest 12-14,i-30 12-,i-40 11-;10;2309
Kia/Hyundai;215102F100;Полублок двигателя 2.0 CRDI D4HA,2.2 CRDI D4HB HYUNDAI Santa Fe 12-,Santa Fe rest 09-12,Tucson IX 09;5;3464
Kia/Hyundai;215104A401;Поддон двигателя металический 2.5 CRDI 170л.с. D4CB Kia Sorento rest 06-09;2;821
Kia/Hyundai;2,18E+05;Подушка двигателя правая Hyundai Accent 06-10,Kia RIO 06-11;1;1026
Kia/Hyundai;218112B000;Подушка двигателя левая 2.7i G6EA,3.8i G6DA Hyundai Santa Fe 06-12,Veracruz 07-12;1;1026
Kia/Hyundai;218112B100;Подушка двигателя передняя Hyundai Santa Fe 06-12;2;1334
Kia/Hyundai;218301G000;Подушка двигателя левая 1.4i G4EE,1.6i G4ED Hyundai Accent 06-10,Kia RIO 06-11;1;872
Kia/Hyundai;218303J600;Подушка двигателя левая 3.8i G6DA Hyundai Veracruz 07-12;1;1001
Kia/Hyundai;2191017250;Подушка двигателя передняя 1.8i G4GB Hyundai Matrix 01-10;3;641
Kia/Hyundai;219102B200;Подушка двигателя передняя Hyundai Santa Fe 06-12,Kia Sorento 09-14;4;616
Kia/Hyundai;219102B500;Подушка двигателя передняя 2.7i G6EA,3.8i G6DA Hyundai Santa Fe 06-12,Veracruz 07-12;2;1411
Kia/Hyundai;219102F050;Подушка двигателя передняя 1.6i G4ED Kia Cerato 04-09;2;641
Kia/Hyundai;219302B000;Подушка двигателя задняя Hyundai Santa Fe 06-12;1;1052
Kia/Hyundai;2211242000;Клапан выпускной 2.5 TDI D4BH Hyundai H-1 04-08;1;83
Kia/Hyundai;221124A200;Клапан впускной 2.5 CRDI D4CB Hyundai H-1 04-08,Kia Sorento 02-09;4;80
Kia/Hyundai;2211342851;Клапан впускной 2.5 TDI D4BH Hyundai H-1 04-08;1;74
Kia/Hyundai;221134A100;Клапан выпускной 2.5 CRDI D4CB Hyundai H-1 04-08,Kia Sorento 02-09;4;77
Kia/Hyundai;2211426000;Направляющая втулка клапана 1.4i G4EE,1.6i G4ED Hyundai Accent 06-10;11;16
Kia/Hyundai;2211427000;Направляющая втулка клапана впускного выпускного 2.0 CRDI D4EA 113 л.с.,2.0 CRDI D4EA 140 л.с.,2.2 D;1;54
Kia/Hyundai;221142A000;Направляющая втулка клапана впускного 1.5 CRDI D3EA,1.5 CRDI D4FA,1.6 CRDI D4FB Hyundai Accent 06-10;1;81
Kia/Hyundai;221142B000;Направляющая втулка клапана впускного выпускного 1.6i G4FC Hyundai Accent 10-,Elantra HD 06-10,i-30 ;15;44
Kia/Hyundai;2211526000;Направляющая втулка клапана 1.4i G4EE,1.6i G4ED Hyundai Accent 06-10;15;15
Kia/Hyundai;221152A000;Направляющая втулка клапана выпускного HYUNDAI Accent 06-10,Elantra HD 06-10,Getz 02-10;8;30
Kia/Hyundai;2214427000;Сальник распредвала 1.5 CRDI D3EA,1.5 CRDI D4FA,2.0 CRDI D4EA 113 л.с.,2.2 D4EB Hyundai Accent 06-10;2;54
Kia/Hyundai;2214439001;Сальник задний коленвала 2.7i G6EA Hyundai Santa Fe 06-12,Kia Magentis 05-10;4;42
Kia/Hyundai;2221123600;Клапан впускной 2.0i G4GC Hyundai Elantra HD 06-10,Tucson 04-09,Kia Ceed 07-12,Cerato 04-09,Sportage;2;67
Kia/Hyundai;2221127001;Клапан впускной 2.0 CRDI D4EA 113 л.с.,2.0 CRDI D4EA 140 л.с.,2.2 D4EB Hyundai Santa Fe 06-12,Tucson;31;69
Kia/Hyundai;222112A100;Клапан впускной 1.5 CRDI D4FA,1.6 CRDI D4FB Hyundai Accent 06-10,Elantra HD 06-10,Getz 02-10,i-30 07;8;74
Kia/Hyundai;222112F000;Клапан впускной 2.2 CRDI D4HB Hyundai Santa Fe rest 09-12,Tucson 04-09,Kia Sorento 09-14;8;109
Kia/Hyundai;222112G000;Клапан впускной 2.0i G4KA 113л.с. Hyundai Sonata NF 04-09,Kia Carens 06-12,Magentis 05-10;8;82
Kia/Hyundai;2221223600;Клапан 2.0i G4GC Hyundai Coupe 02-09,Elantra HD 06-10,i-30 07-12,Tucson 04-09,Kia Ceed 07-12,Cerato ;16;103
Kia/Hyundai;2221225002;Клапан выпускной 2.0i G4KA 113л.с. Hyundai Sonata NF 04-09,Kia Carens 06-12,Magentis 05-10;10;103
Kia/Hyundai;2221226000;Клапан выпускной 1.6i G4ED Hyundai Coupe 02-09,Elantra XD 00-06,Getz 02-10,Matrix 01-10,Kia Cerato 0;2;103
Kia/Hyundai;2221226050;Клапан выпускной 1.6i G4ED Hyundai Coupe 02-09,Elantra XD 00-06,Getz 02-10,Matrix 01-10,Kia Cerato 0;16;100
Kia/Hyundai;222122A100;Клапан выпускной 1.5 CRDI D4FA,1.6 CRDI D4FB Hyundai Accent 06-10,Elantra HD 06-10,Getz 02-10,i-30 0;4;95
Kia/Hyundai;222122F010;Клапан выпускной 2.0 CRDI D4HA,2.2 CRDI D4HB Hyundai Santa Fe rest 09-12,Tucson IX 09-,Kia Sorento 0;11;180
Kia/Hyundai;2221237200;Клапан выпускной 2.7i G6BA Hyundai Tucson 04-09;8;90
Kia/Hyundai;222214A000;Пружина клапана 2.5 CRDI D4CB Hyundai H-1 04-08,Kia Sorento 02-09;16;45
Kia/Hyundai;222224A060;"Чашка пружины клапанной 2.5 CRDI D4CB HYUNDAI H-1 04-08,H-100 06-;KIA Sorento 02-09";16;18
Kia/Hyundai;222234A060;Сухарь клапана 2.5 CRDI D4CB Hyundai H-1 04-08,Kia Sorento 02-09;30;9
Kia/Hyundai;2222425000;Сальник клапана 2.0i G4KA 113л.с. Hyundai Sonata NF 04-09,Kia Carens 06-12,Magentis 05-10;8;18
Kia/Hyundai;2222427900;Сальник клапана 2.0 CRDI D4EA 113 л.с.,2.0 CRDI D4EA 140 л.с.,2.2 D4EB Hyundai Santa Fe 06-12,Tucson;91;18
Kia/Hyundai;222242B011;Сальник впускного клапана 1.4i G4FA,1.6i G4FC Hyundai Accent 10-,Elantra MD 10-14,i-20 08-14,i-30 re;8;22
Kia/Hyundai;2222438000;Сальник клапана 2.0i G4JP Hyundai Santa Fe 00-06,Sonata EF 98-04,Kia Magentis 00-05;10;15
Kia/Hyundai;222244A000;Сальник клапана 2.5 CRDI D4CB Hyundai H-1 04-08,Kia Sorento 02-09;144;14
Kia/Hyundai;2222623500;Толкатель клапана 2.0i G4GC Hyundai Tucson 04-09,Kia Sportage 04-10;14;59
Kia/Hyundai;2222627900;Толкатель клапана 2.0 CRDI D4EA 113 л.с.,2.0 CRDI D4EA 140 л.с. Hyundai Santa Fe 06-12,Tucson 04-09;8;164
Kia/Hyundai;222262B401;Толкатель клапана 1.6i G4ED Hyundai Elantra HD 06-10,Kia Ceed 07-12,Cerato 04-09;5;77
Kia/Hyundai;2223127900;Гидрокомпенсатор 2.2 D4EB,2.0 CRDI D4EA HYUNDAI Accent 00-06,Getz 02-10,Grandeur TG 05-11,i-30 07-12;32;231
Kia/Hyundai;2223137100;Гидрокомпенсатор 1.4i G4EE,1.6i G4ED Hyundai Accent 06-10,Kia Cerato 04-09,RIO 06-11;64;182
Kia/Hyundai;222314A000;Гидрокомпенсатор 2.5 CRDI D4CB Hyundai H-1 04-08,Kia Sorento 02-09;18;128
Kia/Hyundai;2231123700;Прокладка головки блока 2.0i G4GC Hyundai Elantra HD 06-10,Tucson 04-09,Kia Ceed 07-12,Cerato 04-09;1;411
Kia/Hyundai;2231125012;Прокладка головки блока метал 2.0i G4KA 113л.с. Hyundai Sonata NF 04-09;6;513
Kia/Hyundai;2231125013;Прокладка головки блока метал 2.0i G4GC,2.0i G4KA 113л.с.,2.0i G4KD 165л.с. Hyundai Sonata NF 04-09,;1;513
Kia/Hyundai;2231126603;Прокладка головки блока метал 1.4i G4EE,1.5i G4EB,1.5i G4EC,1.6i G4ED Hyundai Accent 00-06,Getz 02-1;2;390
Kia/Hyundai;2231127022;Прокладка головки блока 1.3 2.0 CRDI D4EA 113 л.с.,2.0 CRDI D4EA 140 л.с. Hyundai Tucson 04-09;1;821
Kia/Hyundai;2231127421;Прокладка головки блока 1.3 2.0 CRDI D4EA 113 л.с.,2.0 CRDI D4EA 140 л.с. Hyundai Tucson 04-09,Kia S;1;830
Kia/Hyundai;2231127870;Прокладка головки блока 1.3 2.2 D4EB Hyundai Santa Fe 06-12;2;1026
Kia/Hyundai;223112B003;Прокладка головки блока метал 1.4i G4FA,1.6i G4ED,1.6i G4FC Hyundai Elantra HD 06-10,i-30 07-12,Kia ;3;346
Kia/Hyundai;223112F010;Прокладка головки блока 1.2 2.0 CRDI D4HA Hyundai Tucson IX 09-,Kia Sportage 10-;1;1039
Kia/Hyundai;2231137310;Прокладка головки блока левая 2.7i G6BA Hyundai Santa Fe 06-12,Tucson 04-09,Kia Sportage 04-10;3;334
Kia/Hyundai;2231137320;Прокладка головки блока правая 2.7i G6BA Hyundai Santa Fe 06-12,Tucson 04-09,Kia Sportage 04-10;3;334
Kia/Hyundai;2231138100;Прокладка головки блока 2.0i G4JP Hyundai Santa Fe 00-06,Sonata EF 98-04,Kia Magentis 00-05;1;513
Kia/Hyundai;2231142855;Прокладка головки блока 1.5 2.5 TDI D4BH Hyundai H-1 97-04;1;795
Kia/Hyundai;223114A020;Прокладка головки блока 2.5 CRDI 140л.с. D4CB,2.5 CRDI 170л.с. D4CB Hyundai H-1 04-08,Kia Sorento 02;1;718
Kia/Hyundai;223114A100;Прокладка головки блока 2.5 CRDI 170л.с. D4CB Hyundai H-1 08-,Kia Sorento rest 06-09;1;744
Kia/Hyundai;2232123000;Болт ГБЦ 2.0i G4GC Hyundai Tucson 04-09,Kia Carens 06-12,Cerato 04-09,Sportage 04-10;11;18
Kia/Hyundai;223212B000;Болт ГБЦ 1.6i G4FC Hyundai Elantra HD 06-10,i-30 07-12,Kia Ceed 12-,Cerato 04-09;60;33
Kia/Hyundai;223212F000;Болт ГБЦ 2.2 CRDI D4HB Hyundai Santa Fe rest 09-12;10;90
Kia/Hyundai;2232137120;Болт ГБЦ 2.7i G6EA Hyundai Santa Fe 06-12;57;37
Kia/Hyundai;2232142001;Болт ГБЦ 2.5 TD D4BF,2.5 TDI D4BH Hyundai H-1 97-04;97;31
Kia/Hyundai;223214A000;Болт ГБЦ 2.5 CRDI 140л.с. D4CB,2.5 CRDI 170л.с. D4CB Kia Sorento 02-09;4;51
Kia/Hyundai;224104A401;Крышка клапанная пластиковая 2.5 CRDI 170л.с. D4CB Hyundai H-1 08-,Kia Sorento 02-09;3;1796
Kia/Hyundai;2243342910;Кольцо уплотнит Hyundai H-1 97-04;3;23
Kia/Hyundai;2244126020;Прокладка клапанной крышки 1.4i G4EE,1.6i G4ED Hyundai Accent 06-10,Coupe 02-09,Elantra XD 00-06,Get;6;159
Kia/Hyundai;2244126801;Прокладка клапанной крышки 1.6i G4ED Hyundai Accent 06-10,Kia RIO 06-11;4;167
Kia/Hyundai;2244127001;Прокладка клапанной крышки 2.0 CRDI D4EA 113 л.с.,2.0 CRDI D4EA 140 л.с. Hyundai Santa Fe 00-06,Tucs;10;115
Kia/Hyundai;2244127400;Прокладка клапанной крышки 2.2 D4EB Hyundai Santa Fe 06-12;4;123
Kia/Hyundai;224412B002;Прокладка клапанной крышки 1.6i G4FC Hyundai Accent 10-,Elantra HD 06-10,i-30 07-12,Kia RIO 11-;1;269
Kia/Hyundai;224412F001;Прокладка клапанной крышки 2.0 CRDI D4HA,2.2 CRDI D4HB Hyundai Santa Fe rest 09-12,Kia Sorento 09-14;1;185
Kia/Hyundai;2244137110;Прокладка клапанной крышки 2.7i G6BA Hyundai Coupe 02-09,Santa Fe 00-06,Tucson 04-09;2;153
Kia/Hyundai;224414A000;Прокладка клапанной крышки 2.5 CRDI 140л.с. D4CB Hyundai H-1 04-08,Kia Sorento 02-09;1;179
Kia/Hyundai;224414A400;Прокладка клапанной крышки 2.5 CRDI 170л.с. D4CB Hyundai H-1 08-,Kia Sorento 02-09;1;172
Kia/Hyundai;224424A010;Прокладка клапанной крышки 2.5 CRDI 140л.с. D4CB Kia Sorento 02-09;3;26
Kia/Hyundai;2244327001;Сальник клапанной крышки 2.2 D4EB HYUNDAI Santa Fe 06-12;28;21
Kia/Hyundai;224432A100;Сальник клапанной крышки под форсунку H.Accent 1.5 CRDI;8;22
Kia/Hyundai;224604A400;"Опорная пластина клапанной крышки 2.5 CRDI D4CB HYUNDAI H-1 04-08,H-100 06-;KIA Sorento 02-09";2;667
Kia/Hyundai;2304023000;Кольца поршневые STD 2.0i G4GC Hyundai Elantra HD 06-10,Tucson 04-09;2;667
